mfcc,chroma,mel,label
-331.76178~77.23654~-19.817907~17.7532~-11.351266~-7.6669664~-32.9555~-14.529814~-15.518912~-23.877108~-21.406458~-6.469789~-18.142063~-14.467819~-12.284141~-8.405188~-6.6059184~-6.6474347~-12.199197~-6.752664~0.30277252~-9.926259~-5.076711~-4.6738305~-5.187~-4.3400016~-4.6281157~-2.2629807~-3.6194391~-0.070323735~1.8326266~2.0238004~3.6788492~2.7445524~3.7398534~4.6185246~0.43471628~2.2112875~2.194095~4.728826,0.5327737~0.44366744~0.42643517~0.41129705~0.37089425~0.39838803~0.46894893~0.48151526~0.5108793~0.52950007~0.55859923~0.5991666,1.6692626e-05~0.00033844393~0.0023706367~0.007880167~0.06769643~0.922676~6.9236426~10.215671~7.6477437~3.2631006~5.324928~5.218343~8.573344~13.829802~12.688703~14.356435~13.89352~22.70355~18.983204~18.358335~7.888603~4.359271~8.637081~4.1756907~2.7132883~2.265939~1.4499294~0.7029952~0.6142437~1.1355232~1.0814067~0.9155603~0.5015306~0.82473207~1.816035~1.2933401~1.2222682~0.7458256~0.7069662~0.79844964~0.53226066~0.24427274~0.4451389~0.29318637~0.21338846~0.3577513~0.44442528~0.9691438~0.40716872~0.22394133~0.18977411~0.19086559~0.25788328~0.21305937~0.08812903~0.118741274~0.09509133~0.094660394~0.1690125~0.1611237~0.10125602~0.032377485~0.05910947~0.13869855~0.16626771~0.16093153~0.11154281~0.11530102~0.2828194~0.12807608~0.07280519~0.051313415~0.016926805~0.016417256~0.026221951~0.02857699~0.0203685~0.017993636~0.02234027~0.026327372~0.014530094~0.0117843235~0.011553441~0.008878238~0.009342909~0.019633671~0.01571235~0.014591205~0.025539858~0.03221383~0.01915722~0.015051855~0.015977234~0.021494895~0.04666471~0.031884614~0.017138986~0.009907969~0.0073980866~0.007427396~0.008448645~0.009675852~0.010203246~0.008711742~0.01088419~0.007030499~0.0044042794~0.0030450835~0.004373902~0.0037056752~0.0026037716~0.0024066328~0.0026701828~0.0025847077~0.0017978012~0.0013365512~0.0012320301~0.0010500218~0.0005971257~0.00032273715~0.00021002555~0.00011140688~8.81028e-05~0.0001090607~7.523193e-05~5.060638e-05~3.520912e-05~1.3234936e-05,happiness
-293.60733~96.83434~-37.40965~5.2474465~-14.251541~-12.6386595~-40.80772~-5.2842216~-12.431446~-27.068583~-21.870476~-15.626507~-24.768118~-13.486972~-11.165146~-11.961501~-7.750252~-7.638595~-18.150091~-13.075841~-10.792657~-14.3093~-4.139478~3.3598306~5.6480503~-1.1119599~3.153548~-0.27519155~-2.8915126~2.8823874~-0.7397966~2.695935~2.7606719~5.5246263~1.552231~2.6786811~-1.4764862~3.1010144~2.373657~-1.2812407,0.6045746~0.554218~0.4552184~0.4387269~0.4763098~0.5067954~0.47246385~0.43388593~0.40563133~0.3967643~0.48939607~0.61954814,1.0429765e-05~4.004764e-05~0.00011055445~0.0014109301~0.039813366~0.66475666~8.845519~15.074525~12.057836~8.183323~15.182457~9.123088~1.5628074~1.8645424~6.415846~11.08435~12.746348~18.334282~10.256352~14.593495~22.356619~14.695699~12.142047~4.725903~1.0076891~0.5088825~0.7257943~1.144605~2.3231738~6.478434~15.483506~25.976637~12.657616~5.628876~4.0436206~3.8781261~3.179352~2.8611307~2.4581826~1.5801787~2.2066743~1.2778362~0.76636624~0.5338492~0.2455582~0.30029967~0.8026752~1.0955383~0.34656796~0.14395301~0.07711849~0.19364528~0.7734437~0.32247737~0.21159518~0.3232933~0.21947491~0.090755515~0.09830692~0.13071136~0.18996657~0.17954297~0.17444785~0.28387928~0.2837667~0.21503513~0.31623605~0.49127638~0.21873528~0.11529646~0.05644362~0.05105247~0.049500074~0.038030885~0.034746695~0.04656084~0.05300347~0.041900586~0.03506538~0.05388053~0.031849716~0.009793161~0.00887917~0.007384038~0.005866421~0.0135658635~0.006476665~0.016532987~0.04158902~0.02912107~0.04001212~0.027895907~0.05712892~0.039956413~0.031190908~0.06282437~0.042125773~0.040043257~0.03245769~0.024834273~0.01944419~0.009157277~0.009872846~0.0106810955~0.0055472553~0.0041898945~0.0045379973~0.0051527857~0.0063480213~0.004566762~0.0026881609~0.0026371686~0.0017347712~0.002088311~0.0017762887~0.001554789~0.0010912614~0.000699146~0.00031692~0.00017375761~9.674288e-05~0.0001061339~0.0001148059~0.000127288~9.160786e-05~4.6082332e-05~2.3027116e-05~1.0084735e-05,happiness
-278.113~77.34648~-22.610212~31.447279~-28.136206~9.51715~-13.384547~-10.584576~-16.484129~-8.627404~-20.43768~-17.555101~-9.697248~-8.077655~-9.551963~-9.19326~-4.44204~-10.395573~-10.683719~-13.3773985~-6.393975~-10.8672085~-9.89603~-5.7792783~-9.029246~-2.891243~-4.2884774~-2.2749922~-4.357789~-2.5479863~-0.2163884~0.014519846~-0.9787233~-2.1399572~-1.8925221~-0.3397001~-3.1701717~-3.667223~-0.37092796~2.6655695,0.60666466~0.65208566~0.6735603~0.5814409~0.5133311~0.509045~0.53787076~0.5438625~0.5457827~0.5424522~0.5504289~0.58870137,0.00011219297~0.00632299~0.16735086~1.9094931~4.2594047~5.982969~8.600907~8.339675~9.007508~3.4904735~1.8321254~3.5052974~4.11093~5.330528~7.777317~14.108263~13.062792~21.248108~23.14848~14.884934~6.36656~2.4720602~4.828782~2.5391269~0.9424772~0.63951623~0.9811952~1.0167017~0.47516245~0.5522676~0.87168413~2.3200939~2.7425873~2.8765829~2.929921~3.2859435~1.9176657~0.5435503~0.87289304~1.6833999~1.0716399~0.41930455~0.37711555~0.37904122~0.2886823~0.42706943~1.28236~0.5766244~0.4940712~0.4713797~0.3515416~0.50415415~0.59114146~0.2776753~0.23326774~0.17218101~0.054460436~0.10908516~0.13571335~0.13246992~0.22237049~0.10076248~0.09412164~0.061962567~0.13491467~0.13417959~0.056144107~0.033215605~0.02386576~0.02280338~0.027087223~0.05153704~0.05337823~0.041591927~0.04508941~0.035461802~0.052066885~0.046326816~0.032812167~0.031150311~0.063537665~0.05346084~0.025502307~0.04491526~0.09659716~0.044963527~0.050987072~0.055371996~0.044090375~0.038952235~0.053078044~0.051199414~0.04821004~0.05154869~0.03363063~0.036089964~0.030786786~0.023169817~0.022062832~0.027710687~0.0317018~0.021837473~0.020039385~0.01913042~0.011479913~0.007190239~0.004649201~0.0036374268~0.0033719083~0.004048612~0.005390713~0.0050625578~0.0041572354~0.002942322~0.002031788~0.0013069004~0.0007953994~0.0004951938~0.00036587808~0.00024239834~0.00011310553~7.810434e-05~7.439233e-05~7.7663426e-05~6.442163e-05~3.5679743e-05~2.42964e-05~1.0191114e-05,happiness
-285.02194~84.57796~-31.246084~27.34064~-29.267214~8.116545~-15.131174~-17.70446~-13.44744~-7.53405~-19.216164~-20.851404~-10.96999~-7.1243615~-4.3749905~-8.718552~-11.064341~-5.0362997~-3.3782964~-18.700605~-13.231417~-5.852527~-12.492026~-9.14531~-9.56861~-10.434243~-10.243057~-7.018121~-8.901051~-6.592013~-8.259589~-3.1622891~1.47704~1.6888518~1.1060537~2.2217624~0.28716668~0.78097576~-0.30823436~0.8329512,0.6383601~0.61755246~0.6079683~0.60690606~0.569449~0.5589088~0.56181246~0.5943832~0.5417874~0.5443319~0.6046772~0.66652656,1.2972774e-05~0.00026087568~0.0099496255~0.25400594~1.5710324~3.2779279~4.091351~3.8686016~1.316607~0.48033723~1.4842793~3.012566~4.503032~8.38225~16.666313~31.549772~26.45569~9.907896~4.447213~7.5125847~5.727843~5.187525~5.449372~4.663888~5.1466775~0.9016686~0.19258453~0.38730976~1.1445631~2.7326908~4.4897075~8.363686~7.2188616~3.8163037~1.7085149~1.4003445~1.8175204~2.617132~3.6805503~1.8373957~0.88595635~0.5817236~0.34038562~0.85711545~1.5928608~0.87290305~0.49678963~0.21463896~0.52023655~0.82264787~0.28971815~0.1804812~0.20400219~0.35563174~0.2386742~0.17712629~0.5966887~0.6162032~0.3718862~0.12762333~0.18920605~0.13315487~0.10304557~0.069644496~0.03685626~0.01921353~0.013820428~0.01522606~0.023401951~0.03429108~0.06661562~0.053040694~0.043516807~0.041322198~0.04740791~0.036700737~0.022759568~0.044495612~0.046911817~0.041276295~0.04543321~0.060605414~0.060443267~0.081300154~0.15241866~0.2986251~0.13638996~0.15747263~0.21012948~0.16942443~0.16051455~0.087681815~0.100936234~0.09196481~0.089130856~0.07743085~0.060738377~0.047897045~0.051983017~0.039172843~0.03583709~0.032110587~0.027263377~0.0236074~0.017194564~0.010132863~0.0059133144~0.004738657~0.0034014597~0.003158052~0.002706907~0.0016360348~0.0016480606~0.0011494827~0.0006977833~0.0004862006~0.00031104987~0.00016718745~9.729717e-05~8.71975e-05~7.153599e-05~5.5162338e-05~5.2829382e-05~6.256248e-05~5.6410874e-05~2.9073753e-05~1.3200352e-05~4.594485e-06,happiness
-317.65817~71.117256~-51.33374~20.373323~-12.848683~-7.1839604~-29.003426~-8.346234~-13.612522~-21.116323~-16.285233~-6.36015~-15.289113~-11.801841~-4.05295~-3.8927402~-0.20297286~1.9566482~-9.5430565~-4.6062307~-0.9115154~-8.219516~-0.1497311~-1.3848484~-7.7960644~-2.834138~-0.5190424~-0.107677795~-1.3449348~0.94861597~4.261063~3.9464116~3.6787558~3.5645127~2.228656~2.8697207~1.1831393~1.8286284~2.1136775~2.4012215,0.5528284~0.5302737~0.5070014~0.4681301~0.44974706~0.43611905~0.4812849~0.5477568~0.57478964~0.57797945~0.56726843~0.57492965,0.015004797~0.00847323~0.0019473906~0.0020659808~0.00590455~0.11472122~2.4992828~5.5148497~3.5920923~2.290192~2.5189145~1.3608605~2.7588668~7.929426~7.703292~8.780112~6.125775~9.634401~8.530776~3.7396405~1.1127518~0.93162173~2.904044~6.1331186~5.378267~2.3461437~3.340584~1.8601534~1.2097737~1.0525633~0.600882~1.0067886~1.953819~3.6695497~4.4442244~3.914845~1.7135837~1.1288078~3.185969~1.666107~0.3718808~0.4702191~0.6367888~0.32760546~0.49368048~0.53323615~0.35914716~1.4542793~1.6780711~0.66915494~0.23805588~0.1647712~0.28653437~0.17170475~0.12626049~0.10980228~0.17914264~0.2935774~0.26695025~0.20502482~0.24221087~0.3074112~0.1989371~0.398004~0.24379538~0.3043034~0.5800362~0.47070497~0.3332593~0.20659453~0.15130901~0.34538472~0.19885582~0.15276134~0.15661761~0.12941724~0.078638665~0.0861474~0.061698463~0.05445244~0.023275442~0.017420772~0.021849805~0.03117448~0.02071651~0.024205258~0.024133049~0.042382903~0.04155912~0.06506666~0.10445844~0.06511545~0.042954635~0.051710304~0.043443654~0.037795268~0.028067878~0.029130878~0.025204597~0.017445436~0.013807398~0.019287907~0.016903186~0.012189377~0.008100109~0.0067825834~0.0038242294~0.0033774367~0.0028267328~0.0019239533~0.0016039542~0.0014104851~0.0015423114~0.0012457372~0.00097051397~0.0008036259~0.0006386151~0.0005649487~0.00041055225~0.00031683425~0.00019539309~0.00011573533~9.8672805e-05~8.3160405e-05~8.5118714e-05~7.6781136e-05~4.7081732e-05~1.996908e-05,happiness
-429.7282~58.545227~3.0752923~16.805578~8.659438~13.884621~-10.068047~3.467621~4.498171~0.66080564~-4.0345306~5.7267294~-1.5874429~-2.487262~0.15738045~2.578221~-0.05649632~2.2806597~2.0371542~0.7715361~0.11638147~0.739362~0.21030368~0.60132515~-0.12119159~1.7682866~0.9018234~0.9608646~3.3262494~3.6324213~1.7053827~2.7823613~2.331693~1.5094877~1.3776697~2.587665~2.205164~2.6471386~1.6055025~1.8050758,0.751419~0.73482305~0.7166893~0.69903237~0.68793535~0.6889748~0.69900054~0.7109586~0.7184242~0.73701227~0.7434827~0.7501172,0.21448709~0.14999793~0.568882~2.7814877~4.1812277~3.4563344~3.9875138~4.473186~6.932936~5.480128~5.1473136~3.7908268~4.073979~3.798256~4.0597253~4.8644195~3.518421~5.8319526~5.4417644~4.233596~2.7001944~2.344407~2.536954~1.5518836~1.6793128~1.3053719~1.4559733~1.3751926~1.8018824~1.345798~1.2154375~1.4800453~0.9311594~0.83388114~0.5507963~0.38447973~0.2989839~0.16489348~0.11662603~0.18369569~0.2849171~0.26466292~0.2051971~0.19123954~0.28872612~0.2575986~0.14450504~0.18163233~0.1720038~0.14971738~0.2188117~0.18379539~0.19572102~0.25122193~0.1938247~0.16092362~0.09312102~0.096584156~0.104984246~0.10444391~0.10756669~0.16838601~0.14243379~0.13248643~0.12301702~0.102376044~0.075202234~0.0626232~0.055301543~0.04772079~0.045438197~0.054849137~0.04205265~0.028811086~0.027737293~0.013881736~0.012260201~0.009559726~0.010102332~0.0069144857~0.009472818~0.00908485~0.013723858~0.009674551~0.0069226846~0.005572225~0.0062900786~0.007422809~0.0075732595~0.006167315~0.0073601045~0.006599083~0.0056240833~0.004681288~0.004461482~0.00422385~0.004689823~0.0034960473~0.0030036662~0.0030909393~0.0035870026~0.002895922~0.0025576467~0.0030173566~0.003272612~0.0030744255~0.0030810414~0.0023095454~0.0023219616~0.0021374635~0.00203094~0.0017084128~0.0016337717~0.0014244741~0.0015131176~0.0014965112~0.0011065949~0.000716731~0.00048137602~0.0003148963~0.00024124875~0.00019467571~0.00014306461~0.0001249684~0.00010658107~6.2802144e-05~3.7438913e-05~2.2801809e-05,happiness
-319.07428~86.5557~-22.809776~12.893632~-3.312446~0.19765334~-20.369766~-8.054517~-17.653412~-19.649721~-13.279685~-3.1420207~-12.077064~-10.45139~-3.6592135~-3.4390912~-3.0370173~-6.8095045~-12.561089~-7.422435~-2.3627994~-6.692783~1.3744081~3.9805572~0.080844775~1.0842755~1.3933172~0.22365402~-0.29600173~-0.26653484~-0.4588232~0.99862784~2.7386684~-0.32322612~1.7553974~4.61012~-1.1361325~1.8881205~1.2753372~1.9529663,0.5076213~0.50824994~0.56158847~0.573136~0.5274884~0.55612844~0.5936592~0.61026627~0.5757075~0.556182~0.55398667~0.5591996,0.048718847~0.044188086~0.017450022~0.040679585~0.23224418~0.63806397~3.5367634~3.5111995~1.9589663~2.588614~4.0720983~3.4880087~3.1773365~3.968421~4.1962733~8.025646~6.108797~11.136294~11.238923~22.170586~10.608592~2.7576904~2.5916011~1.6588062~1.6944425~0.7777243~0.43551925~0.26199955~0.178911~0.19917382~0.3366337~0.7440375~0.6324413~0.5017743~0.51033276~0.5325199~0.3695824~0.34209773~0.21510027~0.10665994~0.084868796~0.077111006~0.1462258~0.24261937~0.4212869~0.62840134~0.2731003~0.294162~0.36699712~0.47930712~0.468248~0.3643558~0.15486479~0.09155995~0.056154568~0.08024597~0.087522276~0.069482416~0.054085735~0.10033745~0.11535749~0.028596114~0.051016465~0.32022655~0.27577674~0.10119252~0.12248912~0.11629162~0.09484646~0.07989926~0.07603141~0.050053082~0.068048805~0.041418616~0.041108746~0.045621358~0.038098093~0.025773417~0.03295388~0.04459357~0.034476466~0.04182018~0.03865063~0.01806027~0.0077626784~0.010286545~0.020852307~0.015568564~0.031736713~0.038523473~0.026606236~0.020099971~0.008956479~0.0112048425~0.013973902~0.010430293~0.010821876~0.006382078~0.0038171909~0.0031029033~0.0041144267~0.0046997294~0.005815007~0.004605308~0.0031375568~0.0017812848~0.001736355~0.002352216~0.0023102672~0.002247051~0.0022492083~0.0017808669~0.0017978161~0.0016399098~0.0012747745~0.0009306901~0.00069319224~0.00052795076~0.00030465613~0.00017428596~8.830116e-05~4.405113e-05~2.8904748e-05~3.108176e-05~2.5966043e-05~1.6632492e-05~9.896175e-06~2.892557e-06,happiness
-293.23483~82.06078~-38.60299~5.03275~-25.928854~-8.53956~-37.11488~-9.722407~-14.058651~-23.347616~-22.083147~-9.5289545~-22.307154~-14.243946~-7.403016~-10.946983~-4.353615~-3.4451048~-16.110565~-7.8459644~-3.9888523~-8.515061~1.375064~8.692853~8.662153~4.4435444~3.145451~2.0552256~-1.1262379~4.0175605~5.059646~5.4424243~2.1062214~3.5587616~1.6246775~3.6940897~-2.3350468~1.1855545~2.1697705~0.6293995,0.56677157~0.4859217~0.4463749~0.48246467~0.5119294~0.5385514~0.55254394~0.48181817~0.44431782~0.46504074~0.5630654~0.6776672,0.00010695872~0.0006744854~0.00063891686~0.0005231679~0.0013127538~0.07780327~1.6051102~4.2178535~4.1114917~3.8494174~11.416091~17.367867~9.211411~1.9906484~0.76309955~2.6478562~4.3018737~10.554027~11.361932~9.67575~15.262314~11.726287~5.9349804~2.5566628~1.0808654~0.26560828~0.678037~1.0748944~0.802995~1.8379474~4.7379704~13.444937~10.414104~5.88321~3.9296255~1.2801708~0.57160723~0.3232069~0.7681236~0.9795038~0.73689306~0.3424518~0.59137964~0.808483~0.39799318~0.29410794~0.2715388~0.48304212~0.40932825~0.31756997~0.21907637~0.11832673~0.5307316~0.8846926~0.34060192~0.1576073~0.12935987~0.51714885~0.33277977~0.14188604~0.39862534~0.32987905~0.27426776~0.1874785~0.32311645~0.6484203~0.5701549~0.23667507~0.14334731~0.22106887~0.0632072~0.05087248~0.074132085~0.061136536~0.14737138~0.20211603~0.07864014~0.052496806~0.030893927~0.02325969~0.015594977~0.010797438~0.011540012~0.0066268025~0.011896443~0.0113170985~0.013530607~0.023937516~0.033754602~0.03879719~0.062441476~0.053930476~0.070115864~0.08094861~0.064450495~0.07555155~0.10091259~0.06631131~0.054269094~0.030214878~0.031041661~0.024472825~0.023026673~0.017666731~0.012033911~0.00833888~0.008551995~0.0076235733~0.0073915934~0.0063677873~0.0043820846~0.0032479013~0.0040543764~0.003946775~0.0032397693~0.0024204883~0.0019265641~0.0011913131~0.0006516855~0.00041460578~0.00033079422~0.0003256593~0.000369977~0.0003540195~0.00023542914~0.00011244434~5.7578698e-05~3.1416817e-05,happiness
-333.96964~105.60652~-16.22309~31.28597~-5.8735757~21.283049~-6.7154536~-15.447104~-8.850364~-8.05917~-21.902582~-12.669758~2.6039798~1.3731378~-3.444828~-1.2026792~-1.1609396~-6.8952937~-4.928558~-5.531307~-4.4229503~-7.68847~-7.4586515~-8.86623~-7.4896636~-3.8440526~-5.691061~-5.562079~-9.534271~-4.5395656~-0.93186396~-3.005171~-2.5212529~-2.153981~-2.289001~-1.6138738~-3.516674~-1.7407335~-0.35282654~0.72195333,0.6245128~0.6564598~0.7036469~0.6952934~0.6302855~0.5707698~0.55511963~0.541367~0.55716854~0.59907~0.65442306~0.6566293,0.0005793348~0.07111921~0.82624906~2.843681~2.701386~2.148346~5.8208976~5.3197026~2.4212773~0.8588423~0.7618001~2.3335974~7.353947~14.303941~12.12988~11.672302~4.8236217~4.4440217~4.4712076~5.136475~4.328029~3.0627244~2.1296234~0.86579967~0.3968725~0.40979275~0.9984264~1.0320625~0.43366542~0.28978217~0.5837026~0.5577814~0.41159996~0.7399844~1.1897899~1.0104951~0.73278534~0.48032168~0.8834839~1.6721054~1.4745862~0.79332566~0.3260379~0.31483132~0.36068505~0.20418715~0.54421073~0.6642674~0.33849418~0.17770836~0.3113398~0.19473313~0.118068986~0.13646032~0.11011441~0.06034486~0.054989696~0.15496479~0.19668144~0.180181~0.18472597~0.12862484~0.06498371~0.029781464~0.04499291~0.063787624~0.039958104~0.028547086~0.028902344~0.018068206~0.018302951~0.014863343~0.00915056~0.004718752~0.0041352976~0.0056492076~0.010639327~0.012954871~0.008996487~0.0096112015~0.022324532~0.024113785~0.013480203~0.022693904~0.04647753~0.0288745~0.035259373~0.028750136~0.042109624~0.034170322~0.026041541~0.017911896~0.013318506~0.012442472~0.010738494~0.009709881~0.0094686225~0.0061521274~0.00463796~0.0044945953~0.0058086705~0.00565964~0.0053306706~0.0042053265~0.0030890545~0.00199199~0.0011354684~0.0009746785~0.000896071~0.0006458624~0.000658449~0.00063334516~0.00058478425~0.0004725752~0.00030444318~0.00018995281~0.0001270916~8.580246e-05~4.837585e-05~2.7796044e-05~1.691307e-05~1.2516788e-05~1.4106395e-05~1.5614953e-05~1.289932e-05~9.25465e-06~4.5061565e-06~1.5485338e-06,happiness
-308.3663~74.88798~-26.288635~25.467594~-28.34622~3.4354122~-16.907072~-13.570343~-9.551588~-8.034276~-15.849821~-17.36161~-11.243235~-7.7820406~-2.1489038~-4.969443~-9.34322~-4.6780734~-4.5077214~-14.61242~-8.95444~-7.3102555~-11.10636~-6.4454427~-7.964074~-3.4658532~-5.088058~-5.263699~-5.222119~-2.7452228~-3.6190405~-3.1757057~-1.3963116~-0.8515747~-3.2396367~0.117398694~-0.07541763~0.24629211~-0.7232444~-1.3771541,0.6499292~0.67441297~0.6344949~0.6012938~0.57446533~0.5289633~0.53461456~0.56037253~0.59184855~0.6164765~0.6160276~0.6639624,1.2313233e-05~0.00030848477~0.010592101~0.18158911~0.54185534~0.7385853~1.4768841~1.8255509~0.9769797~1.0403935~1.9897422~1.3807477~2.053901~5.080159~7.956713~10.259758~10.592057~13.875421~12.214835~12.805743~11.120006~5.537679~1.5872344~0.8062688~0.7584021~0.22200385~0.36121303~0.63202643~0.75667775~0.8737389~0.7919179~2.189991~2.022122~1.1266844~1.9631504~2.2110186~1.1764921~0.4529763~0.5108528~0.6115213~0.2401956~0.10588886~0.14569595~0.1450069~0.13533443~0.25133348~0.25413683~0.3104749~0.6080207~1.2107903~0.84758383~0.31670818~0.24984829~0.39699912~0.1685383~0.13223144~0.25991303~0.4560618~0.23868018~0.08555026~0.08721577~0.115929104~0.090241656~0.03949894~0.034180894~0.011014872~0.010590784~0.015137096~0.029632285~0.03813926~0.069327794~0.061276715~0.052789338~0.062862605~0.039982148~0.03667473~0.028720148~0.060352292~0.08117689~0.052282628~0.04771899~0.07100946~0.061970364~0.07251287~0.13747586~0.113188796~0.12573531~0.16554241~0.18055671~0.15489239~0.176228~0.09226502~0.09937138~0.11865307~0.11008308~0.061179817~0.061346855~0.049482167~0.05505749~0.052451674~0.046119343~0.039854035~0.04448208~0.03461543~0.022571558~0.011966783~0.008631449~0.0068479194~0.00508438~0.0046620383~0.003933532~0.0027714358~0.002621037~0.0021389353~0.0010169739~0.0006299592~0.00046933614~0.0002582317~0.00010078735~7.116333e-05~5.9978836e-05~6.664542e-05~8.11063e-05~6.2958534e-05~4.5850633e-05~2.1783942e-05~9.975757e-06~3.1754525e-06,happiness
-311.57718~81.16266~-31.813488~24.748865~-3.2060173~5.1620393~-11.6029825~3.454317~-2.0231338~-5.724045~-6.0246887~1.9024744~-7.1823425~-4.0331755~2.8942897~-0.009997881~6.933812~11.765853~2.75369~0.048512902~3.244469~-2.9288712~0.54825884~1.8946912~-1.8754104~-0.6367111~0.56224453~1.7249371~-1.8191425~-1.2735845~0.05567366~1.9109805~1.584647~0.94017214~-0.8521549~3.1042702~1.2151883~0.5203083~-1.1692834~1.4323415,0.57580644~0.55056494~0.5304974~0.4908815~0.47489074~0.51927876~0.5819411~0.621681~0.64256936~0.6418045~0.6598895~0.6193851,0.08153615~0.11225155~0.10285805~0.14987957~0.12385636~0.13133466~0.71811837~1.653018~1.595301~1.1432047~1.3795567~1.72888~3.0179884~4.4504976~7.623687~8.493724~5.5568724~8.760893~2.499284~5.018199~6.8603864~3.9486434~4.576204~3.173714~2.0403912~1.4156293~1.3852665~1.9524232~2.978013~4.7363615~4.9685073~5.7842183~6.88645~7.8121777~3.870199~1.1676837~0.40203235~0.4796682~0.82190996~1.0853846~0.8669317~0.3634728~0.63613856~1.7869557~1.2403263~0.86551636~1.7816945~2.3558812~1.1987958~0.28089482~0.17371476~0.33082056~0.33504695~0.056885384~0.064231806~0.140953~0.7023746~0.6727993~0.5117492~0.32542908~0.12664926~0.08532182~0.1425981~0.46104488~0.566351~0.547917~0.5364021~0.14993872~0.22078395~0.19488417~0.1489441~0.15924858~0.14279793~0.1379028~0.095125355~0.14009947~0.11936866~0.06217003~0.0544259~0.028931662~0.013523507~0.016163455~0.018218357~0.028494887~0.029874494~0.042978145~0.049720477~0.077585384~0.113918714~0.17333467~0.14978261~0.1130241~0.09300927~0.092102244~0.09710842~0.077344835~0.041825444~0.038986858~0.037285924~0.025315817~0.016416233~0.016525265~0.013382134~0.012253678~0.0072079273~0.004384063~0.0035540783~0.0046339645~0.005123003~0.003981534~0.0032229954~0.002761577~0.0026771026~0.0021160084~0.0019172215~0.0013507877~0.0009340818~0.00056340906~0.0003585679~0.00023790824~0.0001340017~8.3983294e-05~9.220531e-05~0.00011952945~0.00010574557~7.9022626e-05~4.173332e-05~1.999271e-05,happiness
